#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
devil_worshipers_summon_familiar_cd_tooltip;§Y[Root.GetTitledFirstName]§! has not selected a familiar in the past 5 years\n;[Root.Get_Le_Title]§Y[Root.GetTitledFirstName]§! n'a pas choisi d'animal familier depuis 5 ans\n;§Y[Root.GetTitledFirstName]§! hat seit 5 Jahren keinen Vertrauten gewählt.\n;;§Y[Root.GetTitledFirstName]§! no ha elegido un espectro en 5 años.;;;;;;;;;x
the_devil_worshipers_tainted_touch_power_desc;Enables §Gright-clicking§! the portraits of your vassals, courtiers, and rivals, in an attempt to curse them with bad health and disease, in exchange for §Y[Root.Society.GetCurrency]§!.;Permet de tenter de maudire avec une maladie vos vassaux, courtisans et rivaux, en échange de §Y[Root.Society.GetCurrency]§!.\n(Faites un clic droit sur leurs portraits);Ermöglicht das Rechtsklicken auf die Porträts Eurer Vasallen, Höflinge und Rivalen, um zu versuchen, sie für §Y[Root.Society.GetCurrency]§! mit Flüchen, schlechter Gesundheit und Krankheiten zu belegen.;;Activa el clic con el botón secundario en los retratos de tus vasallos, cortesanos y rivales para intentar maldecirlos con mala salud y enfermedades a cambio de §Y[Root.Society.GetCurrency]§!.;;;;;;;;;x
unlockable_devil_worshipers_powers_at_rank_2;Next rank will unlock: §YSummon Familiar§!, §YTainted Touch§!, and §YDemonic Possession§!;Prochain rang débloquera: §YAnimal familier§!, §YAtteindre par le Mal§! et §YPosséder par le démon§!;Der nächste Rang schaltet Folgendes frei: §YVertrauten beschwören§!, §YUnreine Berührung§! und §YVom Teufel besessen§!;;El próximo rango desbloqueará: §YInvocar espectro§!, §YToque viciado§! y §YPosesión demoníaca§!.;;;;;;;;;x
unlockable_devil_worshipers_powers_at_rank_3;Next rank will unlock: §YDark Divorce§! and §YDark Healing§!;Prochain rang débloquera: §YDivorce maléfique§! et §YGuérison démoniaque§!;Der nächste Rang schaltet Folgendes frei: §YDunkle Trennung§! und §YDunkle Heilung§!;;El próximo rango desbloqueará: §YDivorcio oscuro§! y §YCuración oscura§!.;;;;;;;;;x
unlockable_devil_worshipers_powers_at_rank_4;Next rank will unlock: §YInvite Disciple§! and §YAbsorb Lifeforce§!;Prochain rang débloquera: §YInviter un disciple§! et §YAbsorber la force de vie§!;Der nächste Rang schaltet Folgendes frei: §YSchüler einladen§! und §YLebenskraft absorbieren§!;;El próximo rango desbloqueará: §YInvitar discípulo§! y §YAbsorber fuerza vital§!.;;;;;;;;;x
devil_worshipers_induction_desc;Use every method of persuasion to convince §Y[Root.GetTitledName]§! to join §Y[From.Society.GetName]§!.;Utiliser n'importe quelle méthode pour persuader [Root.Get_le_Title]§Y[Root.GetTitledName]§! de rejoindre [From.Get_le_Society]§Y[From.Society.GetName]§!.;Setzt alle Überredungskünste ein, um §Y[Root.GetTitledName]§! dazu zu bewegen, dem "§Y[From.Society.GetName]§!"-Zirkel beizutreten.;;Utiliza todos los métodos de persuasión para convencer a §Y[Root.GetTitledName]§! de que se una a §Y[From.Society.GetName].;;;;;;;;;x
devil_worshipers_desecrate_temple_decision_tt;§Y[From.GetTitledFirstName]§! and [From.GetHerHis] accomplices sets out for §Y[Root.GetName]§!.;[From.Get_Le_Title]§Y[From.GetTitledFirstName]§! et ses complices partent pour §Y[Root.GetName]§!.;§Y[From.GetTitledFirstName]§! macht sich zusammen mit Komplizen auf den Weg zu §Y[Root.GetName]§!.;;§Y[From.GetTitledFirstName]§! y sus cómplices salen hacia §Y[Root.GetName]§!.;;;;;;;;;x
quest_devil_worshipers_desecrate_temple_tooltip;To complete this mission, §Gright-click§! on the title shield of §Y[FromFrom.GetName]§!, select §Y'Desecrate Temple'§! and successfully desecrate the [FromFrom.GetHolding] of §Y[FromFrom.GetName]§!.;Pour compléter cette mission, clic droit sur le blason du titre de §Y[FromFrom.GetName]§!, sélectionnez '§YProfaner le temple§!' et réussissez la profanation [FromFrom.GetHoldingDuDela] de §Y[FromFrom.GetName]§!.;Zum Abschließen der Mission auf den Titelschild von §Y[FromFrom.GetName]§! §Grechtsklicken§! und §Y"[FromFrom.GetHolding] schänden"§! auswählen, woraufhin [FromFrom.GetHoldingderdiedas] von §Y[FromFrom.GetName]§! geschändet wird.;;Para completar esta misión, haz clic con el botón secundario en el escudo de §Y[FromFrom.GetName]§! y selecciona §YProfanar templo§! para profanar el/la [FromFrom.GetHolding] de §Y[FromFrom.GetName]§!.;;;;;;;;;x
quest_devil_worshipers_desecrate_temple_desc;The [Root.Religion.GetPriestTitle]s of the [From.GetHolding] of [From.GetName] worship their weak, false [Root.Religion.GetHighGodName]. Tear down their powerless idols, torch their holy books and steal their riches in honor of [Root.GetDWDevil]! Right-click the title's shield to perform this action.;Les [Root.Religion.GetPriestTitle]s [From.GetHoldingDuDela] de [From.GetName] prient [Root.Get_le_HighGod][Root.Religion.GetHighGodName], dont la faiblesse et la fausseté ne font aucun doute. Démolissez leurs idoles impuissantes, mettez le feu à leurs livres sacrés et volez leurs richesses en l'honneur [Root.GetDWDevilDuDela] ! (Faites un clic droit sur le blason du titre);Träger des Titels [Root.Religion.GetPriestTitle] in der Residenz von [From.GetName] huldigen ihrem schwachen Götzen [Root.Religion.GetHighGodName]. Reißt ihre machtlosen Idole nieder, verbrennt ihre heiligen Schriften und stehlt ihre Reichtümer zu Ehren von [Root.GetDWDevil]! Rechtsklickt auf den Titelschild, um diese Aktion durchzuführen.;;Los religiosos del/de la [From.GetHolding] de [From.GetName] adoran a [Root.Religion.GetHighGodName], un ídolo falso y débil. Derriba a sus ídolos herejes, quema sus libros sagrados y arrebátales sus bienes en honor de [Root.GetDWDevil]. Para realizar esta acción, haz clic con el botón secundario en el escudo.;;;;;;;;;x
devil_worshipers_demonic_possession_power_desc;Enables §Gright-clicking§! the portraits of your vassals, courtiers, and rivals, in an attempt to possess them with a fanatically loyal demon...;Permet de tenter de posséder vos vassaux, courtisans et rivaux par un démon loyal...\n(Faites un clic droit sur leurs portraits);Ermöglicht das §GRechtsklicken§! auf die Porträts Eurer Vasallen, Höflinge und Rivalen, um zu versuchen, mit einem Euch treu ergebenen Dämonen Besitz von ihnen zu ergreifen...;;Activa el §Gclic con el botón secundario§! en los retratos de tus vasallos, cortesanos y rivales para intentar poseerlos con un demonio de una lealtad devota...;;;;;;;;;x
the_devil_worshipers_tainted_touch_allow_2_tt;§Y[Root.GetTitledFirstName]§! has not been cursed in the last 10 years;[Root.Get_Le_Title]§Y[Root.GetTitledFirstName]§! n'a pas été maudit[Root.GetNoneE] au cours des 10 dernières années;§Y[Root.GetTitledFirstName]§! wurde in den letzten 10 Jahren nicht verflucht;;§Y[Root.GetTitledFirstName]§! no ha recibido ninguna maldición en los últimos 10 años.;;;;;;;;;x
quest_the_devil_worshipers_demonic_impregnation_tooltip;To complete this mission, §Gright-click§! on a female follower of [Root.GetDWDevil] of child-bearing age in your court and select §Y'Unholy Impregnation'§!;Pour compléter cette mission, faites un clic droit sur une femme à votre cour, adepte [Root.GetDWDevilDuDela] et en âge de procréer, puis sélectionnez '§YFécondation impie§!';Um diese Mission abzuschließen, §Grechtsklickt§! auf eine Anhängerin von [Root.GetDWDevil] im gebärfähigen Alter an Eurem Hof und wählt §Y"Unheilige Empfängnis"§!;;"Para completar esta misión, §Ghaz clic con el botón secundario§! en una seguidora de [Root.GetDWDevil] en edad fértil y selecciona §Y"Fecundación impía"§!.";;;;;;;;;x
the_satanists_rank_1_female;Abjurer;Apostate;Bannmagierin;;Apóstata;;;;;;;;;x
the_satanists_rank_2_female;Conjurer;Sorcière;Beschwörerin;;Conjuradora;;;;;;;;;x
the_satanists_rank_3_female;Priestess;Prêtresse;Priesterin;;Sacerdotisa;;;;;;;;;x
the_satanists_rank_4_female;High Priestess;Grande prêtresse;Hohepriesterin;;Suma sacerdotisa;;;;;;;;;x
the_satanists_rank_1_male;Abjurer;Apostat;Bannmagier;;Apóstata;;;;;;;;;x
the_satanists_rank_2_male;Conjurer;Sorcier;Beschwörer;;Conjurador;;;;;;;;;x
the_satanists_rank_3_male;Priest;Prêtre;Priester;;Sacerdote;;;;;;;;;x
the_satanists_rank_4_male;High Priest;Grand prêtre;Hohepriester;;Sumo sacerdote;;;;;;;;;x
currency_name_the_satanists;Dark Power;Pouvoir obscur;Dunkle Macht;;Poder oscuro;;;;;;;;;x
the_satanists;Order of Sauron;Adeptes de Lucifer;Kinder Luzifers;;siervos de Lucifer;;;;;;;;;x
the_satanists_recruit_block_tooltip;Has not been approached by Lucifer's Own before\n;N'a pas déjà été approché par les Adeptes de Lucifer\n;Wurde noch nicht vom Zirkel der "Kinder Luzifers" kontaktiert.\n;;Nunca ha tenido contacto con los siervos de Lucifer.\n;;;;;;;;;x
the_satanists_recruit;Recruit for Satan;Recruter pour Satan;Für Satan rekrutieren;;Reclutar para Satán;;;;;;;;;x
the_satanists_recruit_desc;Attempt to find out whether §Y[Root.GetTitledFirstName]§! lusts for the power of the occult. If so, you may offer [Root.GetHerHim] the embrace of the True Lord.;Tenter de savoir si [Root.Get_le_Title]§Y[Root.GetTitledFirstName]§! convoite les puissances occultes. Si oui, vous pourriez lui proposer l'étreinte du vrai Seigneur.;Versuche herauszufinden, ob §Y[Root.GetTitledFirstName]§! nach okkulter Macht trachtet. Falls dem so ist, könnt Ihr [Root.GetHerHim] in den Kreis der Jünger des wahren Herren einladen.;;Averigua si §Y[Root.GetTitledFirstName]§! codicia el poder de las fuerzas ocultas. En caso afirmativo, puedes invitarlo/la a acogerse a la verdadera divinidad.;;;;;;;;;x
String_the_satanists;Order of Sauron;les Adeptes de Lucifer;Kinder Luzifers;;los siervos de Lucifer;;;;;;;;;x
the_satanists_desc;Those who serve the Great Adversary hide in our midst, dedicating their depravities and perfidies to their Lord Satan. Every transgression is a hymn, every murder a roar of defiance against the word of [Root.Religion.GetHighGodName]. Sauron rewards such dark sacraments handsomely – witches are said to be gifted with unnatural lifespans and all manner of demonic powers.;Ceux qui servent le Grand Adversaire se cachent parmi nous et consacrent leurs dépravations et perfidies au Seigneur Satan. Chaque transgression est un hymne, chaque assassinat un rugissement de défi contre la parole [Root.Get_du_HighGod][Root.Religion.GetHighGodName]. Lucifer récompense généreusement de tels sombres sacrements – les sorciers sont dits dotés d'une durée de vie anormale et de pouvoirs démoniaques.;Die Jünger des Antichrist verstecken sich in unserer Mitte und huldigen in perfider Verderbtheit Satan, ihrem Herrn. Jede Sünde ist ihnen Hymnus, jeder Mord ein Aufschrei gegen das Wort von [Root.Religion.GetHighGodName]. Luzifer belohnt die Priester seiner dunklen Sakramente fürstlich: So heißt es, dass er Hexen ein unnatürlich langes Leben schenkt und ihnen alle möglichen dämonischen Kräfte verleiht.;;Aquellos que sirven al Gran Adversario se ocultan entre nosotros, dedicando sus depravaciones y perfidias a su señor, Satanás. Cada transgresión es un himno cada asesinato es un rugido de desafío contra la palabra de [Root.Religion.GetHighGodNameCap]. Lucifer recompensa esos sacramentos oscuros generosamente: se dice que las brujas están dotadas de una vida antinatural y de toda clase de poderes demoníacos.;;;;;;;;;x
the_satanists_leader_desc;Sauron;;;;;;;;;;;x
currency_name_heren_isseon;Influence;;;;;;;;;;;x
heren_isseon;Heren Issëon;;;;;;;;;;;x
heren_isseon_leader_desc;Leader;;;;;;;;;;;x
heren_isseon_desc;Heren Issëon is a group of Free People of Middle Earth interested in crafting, astrology, potions, and nature. They seek to educate the world about their crafts and support the fight against evil.;;;;;;;;;;;x
title_heren_isseon_apprentice;Heren Issëon Apprentice;;;;;;;;;;;x
