ca_dragon_lair_4_desc;The Dragon's Lair, where the Dragon rests and collects its horde.;;;;;;;;;;;x
ca_dragon_lair_5;Dragon's Lair;;;;;;;;;;;x
ca_dragon_lair_5_desc;The Dragon's Lair, where the Dragon rests and collects its horde.;;;;;;;;;;;x
ca_dragon_lair_6;Dragon's Lair;;;;;;;;;;;x
ca_dragon_lair_6_desc;The Dragon's Lair, where the Dragon rests and collects its horde.;;;;;;;;;;;x
ca_dragon_lair_7;Dragon's Lair;;;;;;;;;;;x
ca_dragon_lair_7_desc;The Dragon's Lair, where the Dragon rests and collects its horde.;;;;;;;;;;;x
ca_dragon_lair_8;Dragon's Lair;;;;;;;;;;;x
ca_dragon_lair_8_desc;The Dragon's Lair, where the Dragon rests and collects its horde.;;;;;;;;;;;x
ca_dragon_lair_9;Dragon's Lair;;;;;;;;;;;x
ca_dragon_lair_9_desc;The Dragon's Lair, where the Dragon rests and collects its horde.;;;;;;;;;;;x
ca_dragon_lair_10;Dragon's Lair;;;;;;;;;;;x
ca_dragon_lair_10_desc;The Dragon's Lair, where the Dragon rests and collects its horde.;;;;;;;;;;;x
ca_dragon_lair_11;Dragon's Lair;;;;;;;;;;;x
ca_dragon_lair_11_desc;The Dragon's Lair, where the Dragon rests and collects its horde.;;;;;;;;;;;x
ca_dragon_lair_12;Dragon's Lair;;;;;;;;;;;x
ca_dragon_lair_12_desc;The Dragon's Lair, where the Dragon rests and collects its horde.;;;;;;;;;;;x
ct_keep_1;Small Wooden Keep;;;;;;;;;;;x
ct_keep_1_desc;A basic wooden keep;;;;;;;;;;;x
ct_keep_2;Wooden Keep;;;;;;;;;;;x
ct_keep_2_desc;An adorned wooden keep;;;;;;;;;;;x
ct_keep_3;Small Stone Keep;;;;;;;;;;;x
ct_keep_3_desc;A basic stone keep;;;;;;;;;;;x
ct_keep_4;Stone Keep;;;;;;;;;;;x
ct_keep_4_desc;An adorned stone keep;;;;;;;;;;;x
ct_keep_5;Carved Mountain;;;;;;;;;;;x
ct_keep_5_desc;A mountain that has been sculpted into Durin's form by the Greatest Dwarven cutters.;;;;;;;;;;;x
ct_defenses_1;Lightly Reinforced Gate;;;;;;;;;;;;;x
ct_defenses_1_desc;The Main gate has been reinforced with timber.;;;;;;;;;;;;;x
ct_defenses_2;Reinforced Gate;;;;;;;;;;;;;x
ct_defenses_2_desc;The Main gate has been reinforced with timber and some stone.;;;;;;;;;;;;;x
ct_defenses_3;Archer Slits;;;;;;;;;;;;;x
ct_defenses_3_desc;In addition the the reinforced gate, slits in the walls for archers have been added.;;;;;;;;;;;;;x
ct_defenses_4;Crenulations;;;;;;;;;;;;;x
ct_defenses_4_desc;Crenulations are built, expanding on the archer slits.;;;;;;;;;;;;;x
ct_defenses_5;Small Towers;;;;;;;;;;;;;x
ct_defenses_5_desc;In addition the the reinforced gate and crenulations, 2 small towers have been added to the gate.;;;;;;;;;;;;;x
ct_defenses_6;Towers;;;;;;;;;;;;;x
ct_defenses_6_desc;In addition the the reinforced gate and crenulations, the small towers have been expanded upon.;;;;;;;;;;;;;x
ct_defenses_7;Small Traps;;;;;;;;;;;;;x
ct_defenses_7_desc;In addition the the reinforced gate, crenulations, and towers, the outer grounds have been laced with small traps.;;;;;;;;;;;;;x
ct_defenses_8;Siege Structures;;;;;;;;;;;;;x
ct_defenses_8_desc;In addition the the reinforced gate, crenulations, towers, and traps, the outer grounds have been configured with large siege structures.;;;;;;;;;;;;;x
ct_defenses_9;Moat & Drawbridge;;;;;;;;;;;;;x
ct_defenses_9_desc;In addition the the reinforced gate, crenulations, towers, traps, and seige structures, a moat and draw bridge have been constructed.;;;;;;;;;;;;;x
ct_defenses_10;Expert Stonecrafted Defenses;;;;;;;;;;;;;x
ct_defenses_10_desc;The reinforced gate, crenulations, towers, traps, and seige structures, moat, and draw bridge have all been expertly crafted by Dwarves.;;;;;;;;;;;;;x
ct_defenses_11;Impenetrable Mountain;;;;;;;;;;;;;x
ct_defenses_11_desc;The mountain has been locked down by master Dwarven engineers, not even 20 good men could take it.;;;;;;;;;;;;;x
ct_recruit_post_1;Tiny Recruit Post;;;;;;;;;;;;;x
ct_recruit_post_1_desc;A tiny Recruit Post to call up some levies.;;;;;;;;;;;;;x
ct_recruit_post_2;Small Recruit Post;;;;;;;;;;;;;x
ct_recruit_post_2_desc;A small Recruit Post to call up some levies.;;;;;;;;;;;;;x
ct_recruit_post_3;Recruit Post;;;;;;;;;;;;;x
ct_recruit_post_3_desc;A Recruit Post to call up some levies.;;;;;;;;;;;;;x
ct_recruit_post_4;Recruit Post;;;;;;;;;;;;;x
ct_recruit_post_4_desc;A Recruit Post to call up some levies.;;;;;;;;;;;;;x
ct_recruit_post_5;Large Recruit Post;;;;;;;;;;;;;x
ct_recruit_post_5_desc;A large Recruit Post to call up some levies.;;;;;;;;;;;;;x
ct_recruit_post_6;Large Recruit Post;;;;;;;;;;;;;x
ct_recruit_post_6_desc;A large Recruit Post to call up some levies.;;;;;;;;;;;;;x
ct_recruit_post_7;Full Recruit Post;;;;;;;;;;;;;x
ct_recruit_post_7_desc;A full Recruit Post to call up some levies.;;;;;;;;;;;;;x
ct_recruit_post_8;Full Recruit Post;;;;;;;;;;;;;x
ct_recruit_post_8_desc;A full Recruit Post to call up some levies.;;;;;;;;;;;;;x
ct_barracks_1;Tiny Barracks;;;;;;;;;;;;;x
ct_barracks_1_desc;A loose collection of buildings used to house troops in preparation for war, as well as for training purposes.;;;;;;;;;;;;;x
ct_barracks_2;Tiny Barracks;;;;;;;;;;;;;x
ct_barracks_2_desc;A loose collection of buildings used to house troops in preparation for war, as well as for training purposes.;;;;;;;;;;;;;x
ct_barracks_3;Small Barracks;;;;;;;;;;;;;x
ct_barracks_3_desc;The loose collection of buildings has been expanded to incorporate more troops.;;;;;;;;;;;;;x
ct_barracks_4;Small Barracks;;;;;;;;;;;;;x
ct_barracks_4_desc;The loose collection of buildings has been expanded to incorporate more troops.;;;;;;;;;;;;;x
ct_barracks_5;Barracks;;;;;;;;;;;;;x
ct_barracks_5_desc;The loose, and formerly haphazard buildings have been upgraded into a tight series of buildings, and the troops stay here longer, training even during times of peace.;;;;;;;;;;;;;x
ct_barracks_6;Barracks;;;;;;;;;;;;;x
ct_barracks_6_desc;The loose, and formerly haphazard buildings have been upgraded into a tight series of buildings, and the troops stay here longer, training even during times of peace.;;;;;;;;;;;;;x
ct_barracks_7;Large Barracks;;;;;;;;;;;;;x
ct_barracks_7_desc;Further upgrades made to the small but well built structures have made this barracks into a small fortress, complete with its own defenses and walls, drawing even more troops to the site.;;;;;;;;;;;;;x
ct_barracks_8;Large Barracks;;;;;;;;;;;;;x
ct_barracks_8_desc;Further upgrades made to the small but well built structures have made this barracks into a small fortress, complete with its own defenses and walls, drawing even more troops to the site.;;;;;;;;;;;;;x
ct_barracks_9;Full Barracks;;;;;;;;;;;;;x
ct_barracks_9_desc;The series of buildings housing troops has become a large fortress complete with thick walls and holding hundreds of troops.;;;;;;;;;;;;;x
ct_bowyer_1;Tiny Bowyer and Practice Range;;;;;;;;;;;;;x
ct_bowyer_1_desc;A tiny enclosed area where bows are made and archers practice.;;;;;;;;;;;;;x
ct_bowyer_2;Tiny Bowyer and Practice Range;;;;;;;;;;;;;x
ct_bowyer_2_desc;A tiny enclosed area where bows are made and archers practice.;;;;;;;;;;;;;x
ct_bowyer_3;Small Bowyer and Practice Range;;;;;;;;;;;;;x
ct_bowyer_3_desc;A small enclosed area where bows are made and archers practice.;;;;;;;;;;;;;x
ct_bowyer_4;Small Bowyer and Practice Range;;;;;;;;;;;;;x
ct_bowyer_4_desc;A small enclosed area where bows are made and archers practice.;;;;;;;;;;;;;x
ct_bowyer_5;Bowyer and Practice Range;;;;;;;;;;;;;x
ct_bowyer_5_desc;An open area where bows are made and archers practice.;;;;;;;;;;;;;x
ct_bowyer_6;Bowyer and Practice Range;;;;;;;;;;;;;x
ct_bowyer_6_desc;An open area where bows are made and archers practice.;;;;;;;;;;;;;x
ct_bowyer_7;Large Bowyer and Practice Range;;;;;;;;;;;;;x
ct_bowyer_7_desc;A large open area where bows are made and archers practice.;;;;;;;;;;;;;x
ct_bowyer_8;Large Bowyer and Practice Range;;;;;;;;;;;;;x
ct_bowyer_8_desc;A large open area where bows are made and archers practice.;;;;;;;;;;;;;x
ct_bowyer_9;Archer Training Grounds;;;;;;;;;;;x
ct_bowyer_9_desc;An extremely large open area where bows are made and hundreds of archers practice.;;;;;;;;;;;x
ct_bowyer_10;Archery District;;;;;;;;;;;x
ct_bowyer_10_desc;An whole district dedicated to Archery pursuits, where bows are made and hundreds of archers practice.;;;;;;;;;;;x
ct_bowyer_11;Elven Bowmen;;;;;;;;;;;x
ct_bowyer_11_desc;Elves are widely regarded as the best bowmen.;;;;;;;;;;;x
ct_bowyer_12;Elven Bow Specialists;;;;;;;;;;;x
ct_bowyer_12_desc;The Elves have dedicated themselves to Archery, they are the best of the best.;;;;;;;;;;;x
ct_stables_1;Tiny Stable;;;;;;;;;;;;;x
ct_stables_1_desc;A small building housing a few horses used for war.;;;;;;;;;;;;;x
ct_stables_2;Tiny Stable;;;;;;;;;;;;;x
ct_stables_2_desc;A small building housing a few horses used for war.;;;;;;;;;;;;;x
ct_stables_3;Small Stable;;;;;;;;;;;;;x
ct_stables_3_desc;A building housing horses used for war.;;;;;;;;;;;;;x
ct_stables_4;Small Stable;;;;;;;;;;;;;x
ct_stables_4_desc;A building housing horses used for war.;;;;;;;;;;;;;x
ct_stables_5;Stable;;;;;;;;;;;;;x
ct_stables_5_desc;A few buildings which house horses for war along with the weapons used by the horsemen.;;;;;;;;;;;;;x
ct_stables_6;Stable;;;;;;;;;;;;;x
ct_stables_6_desc;A few buildings which house horses for war along with the weapons used by the horsemen.;;;;;;;;;;;;;x
ct_stables_7;Large Stable;;;;;;;;;;;;;x
ct_stables_7_desc;A collection of buildings which house horses and help prepare horsemen for war.;;;;;;;;;;;;;x
ct_stables_8;Large Stable;;;;;;;;;;;;;x
ct_stables_8_desc;A collection of buildings which house horses and help prepare horsemen for war.;;;;;;;;;;;;;x
ct_stables_9;Stable Complex;;;;;;;;;;;;;x
ct_stables_9_desc;A large collection of buildings which house horses and help prepare horsemen for war, and which also offers quarters for the stable workers.;;;;;;;;;;;;;x
ct_ranches_1;Marked Horsegrounds;;;;;;;;;;;;;x
ct_ranches_1_desc;An area marked off for the care and training of horses.;;;;;;;;;;;;;x
ct_ranches_2;Roped Horsegrounds;;;;;;;;;;;;;x
ct_ranches_2_desc;A roped off area for the care and training of horses.;;;;;;;;;;;;;x
ct_ranches_3;Fenced Horsegrounds;;;;;;;;;;;;;x
ct_ranches_3_desc;A fenced off area for the care and training of a horse.;;;;;;;;;;;;;x
ct_ranches_4;Personal Stables;;;;;;;;;;;;;x
ct_ranches_4_desc;A building for housing and care of horses.;;;;;;;;;;;;;x
ct_ranches_5;Large Personal Stables;;;;;;;;;;;;;x
ct_ranches_5_desc;A large building for the housing and care of horses.;;;;;;;;;;;;;x
ct_ranches_6;Horse Barns;;;;;;;;;;;;;x
ct_ranches_6_desc;A barn with all the requirements for the basic care and housing of horses.;;;;;;;;;;;;;x
ct_ranches_7;Commune Barn;;;;;;;;;;;;;x
ct_ranches_7_desc;A large Public barn for community upkeep of horses.;;;;;;;;;;;;;x
ct_ranches_8;Commune Stables;;;;;;;;;;;;;x
ct_ranches_8_desc;A collection of tables for public care and housing of the community's horses.;;;;;;;;;;;;;x
ct_ranches_9;Commune Stable Complex;;;;;;;;;;;;;x
ct_ranches_9_desc;Public stables with provisions for everything required for the care of the community's horses.;;;;;;;;;;;;;x
ct_training_grounds_1;Tiny Training Ground;;;;;;;;;;;;;x
ct_training_grounds_1_desc;A tiny space for troops to learn tactics and increase fighting strength.;;;;;;;;;;;;;x
ct_training_grounds_2;Tiny Training Ground;;;;;;;;;;;;;x
ct_training_grounds_2_desc;A tiny space for troops to learn tactics and increase fighting strength.;;;;;;;;;;;;;x
ct_training_grounds_3;Small Training Ground;;;;;;;;;;;;;x
ct_training_grounds_3_desc;A small space for troops to learn tactics and increase fighting strength.;;;;;;;;;;;;;x
ct_training_grounds_4;Small Training Ground;;;;;;;;;;;x
ct_training_grounds_4_desc;A open small space for troops to learn tactics and increase fighting strength.;;;;;;;;;;;x
ct_farms_1;Tiny Household Farm;;;;;;;;;;;x
ct_farms_1_desc;A tiny household farm.;;;;;;;;;;;x
ct_farms_2;Small Household Farm;;;;;;;;;;;x
ct_farms_2_desc;A small household farm.;;;;;;;;;;;x
ct_farms_3;Small Farm;;;;;;;;;;;x
ct_farms_3_desc;A small farm.;;;;;;;;;;;x
ct_farms_4;Farm;;;;;;;;;;;x
ct_farms_4_desc;A farm.;;;;;;;;;;;x
ct_farms_5;Large Farm;;;;;;;;;;;x
ct_farms_5_desc;A large farm.;;;;;;;;;;;x
ct_farms_6;Farm Complex;;;;;;;;;;;x
ct_farms_6_desc;A collection of local farms.;;;;;;;;;;;
ct_farms_7;Farm Network;;;;;;;;;;;x
ct_farms_7_desc;A network of regional farms.;;;;;;;;;;;x
ct_farms_8;Guarded Farm Network;;;;;;;;;;;
ct_farms_8_desc;Guards are protecting the farms.;;;;;;;;;;;x
ct_farms_9;Extensive Farm Supply Network;;;;;;;;;;;x
ct_farms_9_desc;Farms are guarded, large, and now have supply depots.;;;;;;;;;;;x
ct_wheat_1;Tiny Household Wheat Farm;;;;;;;;;;;x
ct_wheat_1_desc;A tiny household farm, specialising in Wheat.;;;;;;;;;;;x
ct_wheat_2;Small Household Farm;;;;;;;;;;;x
ct_wheat_2_desc;A small household farm, specialising in Wheat.;;;;;;;;;;;x
ct_wheat_3;Small Farm;;;;;;;;;;;x
ct_wheat_3_desc;A small farm, specialising in Wheat.;;;;;;;;;;;x
ct_wheat_4;Farm;;;;;;;;;;;x
ct_wheat_4_desc;A farm, specialising in Wheat.;;;;;;;;;;;x
ct_wheat_5;Large Farm;;;;;;;;;;;x
ct_wheat_5_desc;A large farm, specialising in Wheat.;;;;;;;;;;;x
ct_wheat_6;Farm Complex;;;;;;;;;;;x
ct_wheat_6_desc;A collection of local farms, specialising in Wheat.;;;;;;;;;;;
ct_wheat_7;Farm Network;;;;;;;;;;;x
ct_wheat_7_desc;A network of regional farms, specialising in Wheat.;;;;;;;;;;;x
ct_wheat_8;Guarded Farm Network;;;;;;;;;;;
ct_wheat_8_desc;Guards are protecting the farms, specialising in Wheat.;;;;;;;;;;;x
ct_wheat_9;Extensive Farm Supply Network;;;;;;;;;;;x
ct_wheat_9_desc;Farms are guarded, large, and now have supply depots, specialising in Wheat.;;;;;;;;;;;x
ct_elf_crafts_1;Craft Table;;;;;;;;;;;x
ct_elf_crafts_1_desc;A table in the Bungalow dedicated to Crafts.;;;;;;;;;;;x
ct_elf_crafts_2;Craft Room;;;;;;;;;;;x
ct_elf_crafts_2_desc;A room in the Bungalow dedicated to Crafts.;;;;;;;;;;;x
ct_elf_crafts_3;Large Craft Room;;;;;;;;;;;x
ct_elf_crafts_3_desc;A large room in the Bungalow dedicated to Crafts.;;;;;;;;;;;x
ct_elf_crafts_4;Small Craft Wing;;;;;;;;;;;x
ct_elf_crafts_4_desc;A small, unused wing of the Bungalow dedicated to Crafts.;;;;;;;;;;;x
ct_elf_crafts_5;Craft Wing;;;;;;;;;;;x
ct_elf_crafts_5_desc;A refitted wing of the Bungalow dedicated to Crafts.;;;;;;;;;;;x
ct_elf_crafts_6;Large Craft Wing;;;;;;;;;;;x
ct_elf_crafts_6_desc;A custom wing of the Bungalow built to accomidate Crafting.;;;;;;;;;;;
ct_elf_crafts_7;Crafting Building;;;;;;;;;;;x
ct_elf_crafts_7_desc;A converted shed dedicated to Crafts.;;;;;;;;;;;x
ct_elf_crafts_8;Crafting House;;;;;;;;;;;
ct_elf_crafts_8_desc;A new house built to house all Crafting Requirements.;;;;;;;;;;;x
ct_elf_crafts_9;Crafting District;;;;;;;;;;;x
ct_elf_crafts_9_desc;A whole district dedicted to Crafting production.;;;;;;;;;;;x
ct_mines_1;Tiny Mine;;;;;;;;;;;x
ct_mines_1_desc;A tiny Mine.;;;;;;;;;;;x
ct_mines_2;Small Mine;;;;;;;;;;;x
ct_mines_2_desc;A small Mine.;;;;;;;;;;;x
ct_mines_3;Small Mine;;;;;;;;;;;x
ct_mines_3_desc;A small Mine.;;;;;;;;;;;x
ct_mines_4;Mine;;;;;;;;;;;x
ct_mines_4_desc;A Mine.;;;;;;;;;;;x
ct_mines_5;Large Mine;;;;;;;;;;;x
ct_mines_5_desc;A large Mine.;;;;;;;;;;;x
ct_mines_6;Deep Mine;;;;;;;;;;;x
ct_mines_6_desc;A Mine dug deep.;;;;;;;;;;;
ct_mines_7;Mine Network;;;;;;;;;;;x
ct_mines_7_desc;A network of regional Mines.;;;;;;;;;;;x
ct_mines_8;Guarded Mine Network;;;;;;;;;;;
ct_mines_8_desc;Guards are protecting the Mines.;;;;;;;;;;;x
ct_mines_9;Extensive Mine Network;;;;;;;;;;;x
ct_mines_9_desc;Mines are guarded, large, and now have supply depots.;;;;;;;;;;;x
ct_butchers_1;Meatcutter;;;;;;;;;;;x
ct_butchers_1_desc;A local meatcutter.;;;;;;;;;;;x
ct_butchers_2;Meatcutter's Hut;;;;;;;;;;;x
ct_butchers_2_desc;A small mobile hut to house the Meatcutter.;;;;;;;;;;;x
ct_butchers_3;Meatcutter's House;;;;;;;;;;;x
ct_butchers_3_desc;A permanent house for the Meatcutter.;;;;;;;;;;;x
ct_butchers_4;Meatcutting Team;;;;;;;;;;;x
ct_butchers_4_desc;A team of meatcutters to provide local demands.;;;;;;;;;;;x
ct_butchers_5;Meatcutting Teams;;;;;;;;;;;x
ct_butchers_5_desc;Several teams of meatcutters to meet local meat production.;;;;;;;;;;;x
ct_butchers_6;Butcher Shop;;;;;;;;;;;x
ct_butchers_6_desc;A professionalized shop to meet meat manufacturing.;;;;;;;;;;;x
ct_butchers_7;Large Butcher Shop;;;;;;;;;;;x
ct_butchers_7_desc;A large shop housing several professional meatcutters.;;;;;;;;;;;x
ct_butchers_8;Meat Market;;;;;;;;;;;x
ct_butchers_8_desc;A market of several Butcher shops.;;;;;;;;;;;x
ct_butchers_9;Extensive Meat Market;;;;;;;;;;;x
ct_butchers_9_desc;An extensive market of Butcher shops, displaying numerable prime cuts of meat.;;;;;;;;;;;x
ct_furnaces_1;Meatcutter;;;;;;;;;;;x
ct_furnaces_1_desc;A local meatcutter.;;;;;;;;;;;x
ct_furnaces_2;Meatcutter's Hut;;;;;;;;;;;x
ct_furnaces_2_desc;A small mobile hut to house the Meatcutter.;;;;;;;;;;;x
ct_furnaces_3;Meatcutter's House;;;;;;;;;;;x
ct_furnaces_3_desc;A permanent house for the Meatcutter.;;;;;;;;;;;x
ct_furnaces_4;Farm;;;;;;;;;;;x
ct_furnaces_4_desc;A farm.;;;;;;;;;;;x
ct_furnaces_5;Large Farm;;;;;;;;;;;x
ct_furnaces_5_desc;A large farm.;;;;;;;;;;;x
ct_furnaces_6;Farm Complex;;;;;;;;;;;x
ct_furnaces_6_desc;A collection of local farms.;;;;;;;;;;;x
ct_furnaces_7;Farm Network;;;;;;;;;;;x
ct_furnaces_7_desc;A network of regional farms.;;;;;;;;;;;x
ct_furnaces_8;Guarded Farm Network;;;;;;;;;;;x
ct_furnaces_8_desc;Guards are protecting the farms.;;;;;;;;;;;x
ct_furnaces_9;Extensive Farm Supply Network;;;;;;;;;;;x
ct_furnaces_9_desc;Farms are guarded, large, and now have supply depots.;;;;;;;;;;;x
ct_markets_1;Tiny Market;;;;;;;;;;;;;x
ct_markets_1_desc;A tiny market has been built.;;;;;;;;;;;;;x
ct_markets_2;Small Market;;;;;;;;;;;;;x
ct_markets_2_desc;A small market has been built.;;;;;;;;;;;;;x
ct_markets_3;Market;;;;;;;;;;;;;x
ct_markets_3_desc;A market has been built.;;;;;;;;;;;;;x
ct_markets_4;Market;;;;;;;;;;;;;x
ct_markets_4_desc;A market has been built.;;;;;;;;;;;;;x
ct_markets_5;Large Market;;;;;;;;;;;;;x
ct_markets_5_desc;A large market has been built.;;;;;;;;;;;;;x
ct_markets_6;Large Market;;;;;;;;;;;;;x
ct_markets_6_desc;A large market has been built.;;;;;;;;;;;;;x
ct_markets_7;Full Market;;;;;;;;;;;;;x
ct_markets_7_desc;A bustling market has been built.;;;;;;;;;;;;;x
ct_markets_8;Full Market;;;;;;;;;;;;;x
ct_markets_8_desc;A bustling market has been built.;;;;;;;;;;;;;x
ct_pipeweed_1;Small Pipeweed Patch;;;;;;;;;;;;;x
ct_pipeweed_1_desc;A small patch of Pipeweed.;;;;;;;;;;;;;x
ct_pipeweed_2;Pipeweed Patch;;;;;;;;;;;;;x
ct_pipeweed_2_desc;A patch of Pipeweed.;;;;;;;;;;;;;x
ct_pipeweed_3;Large Pipeweed Patch;;;;;;;;;;;;;x
ct_pipeweed_3_desc;A large patch of Pipeweed.;;;;;;;;;;;;;x
ct_pipeweed_4;Small Pipeweed Plot;;;;;;;;;;;;;x
ct_pipeweed_4_desc;A small plot of land dedicated to Pipeweed.;;;;;;;;;;;;;x
ct_pipeweed_5;Pipeweed Plot;;;;;;;;;;;;;x
ct_pipeweed_5_desc;A plot of land dedicated to Pipeweed.;;;;;;;;;;;;;x
ct_pipeweed_6;Large Pipeweed Plot;;;;;;;;;;;;;x
ct_pipeweed_6_desc;A large plot of land dedicated to Pipeweed.;;;;;;;;;;;;;x
ct_pipeweed_7;Pipeweed Parcel;;;;;;;;;;;;;x
ct_pipeweed_7_desc;A large parcel of land for Pipeweed cultivation.;;;;;;;;;;;;;x
ct_pipeweed_8;Pipeweed Farm;;;;;;;;;;;;;x
ct_pipeweed_8_desc;A farm for Pipeweed production.;;;;;;;;;;;;;x
ct_hops_1;Small Hops Patch;;;;;;;;;;;;;x
ct_hops_1_desc;A small patch of hops.;;;;;;;;;;;;;x
ct_hops_2;Hops Patch;;;;;;;;;;;;;x
ct_hops_2_desc;A patch of hops.;;;;;;;;;;;;;x
ct_hops_3;Large Hops Patch;;;;;;;;;;;;;x
ct_hops_3_desc;A large patch of hops.;;;;;;;;;;;;;x
ct_hops_4;Small Hops Plot;;;;;;;;;;;;;x
ct_hops_4_desc;A small plot of land dedicated to hops.;;;;;;;;;;;;;x
ct_hops_5;Hops Plot;;;;;;;;;;;;;x
ct_hops_5_desc;A plot of land dedicated to hops.;;;;;;;;;;;;;x
ct_hops_6;Large Hops Plot;;;;;;;;;;;;;x
ct_hops_6_desc;A large plot of land dedicated to hops.;;;;;;;;;;;;;x
ct_hops_7;Hops Parcel;;;;;;;;;;;;;x
ct_hops_7_desc;A large parcel of land for hops cultivation.;;;;;;;;;;;;;x
ct_hops_8;Hops Farm;;;;;;;;;;;;;x
ct_hops_8_desc;A farm for hops production.;;;;;;;;;;;;;x
ct_mushrooms_1;Small mushrooms Patch;;;;;;;;;;;;;x
ct_mushrooms_1_desc;A small patch of mushrooms.;;;;;;;;;;;;;x
ct_mushrooms_2;mushrooms Patch;;;;;;;;;;;;;x
ct_mushrooms_2_desc;A patch of mushrooms.;;;;;;;;;;;;;x
ct_mushrooms_3;Large mushrooms Patch;;;;;;;;;;;;;x
ct_mushrooms_3_desc;A large patch of mushrooms.;;;;;;;;;;;;;x
ct_mushrooms_4;Small mushrooms Plot;;;;;;;;;;;;;x
ct_mushrooms_4_desc;A small plot of land dedicated to mushrooms.;;;;;;;;;;;;;x
ct_mushrooms_5;mushrooms Plot;;;;;;;;;;;;;x
ct_mushrooms_5_desc;A plot of land dedicated to mushrooms.;;;;;;;;;;;;;x
ct_mushrooms_6;Large mushrooms Plot;;;;;;;;;;;;;x
ct_mushrooms_6_desc;A large plot of land dedicated to mushrooms.;;;;;;;;;;;;;x
ct_mushrooms_7;mushrooms Parcel;;;;;;;;;;;;;x
ct_mushrooms_7_desc;A large parcel of land for mushrooms cultivation.;;;;;;;;;;;;;x
ct_mushrooms_8;mushrooms Farm;;;;;;;;;;;;;x
ct_mushrooms_8_desc;A farm for mushrooms production.;;;;;;;;;;;;;x
ct_docks_1;Small Pier;;;;;;;;;;;x
ct_docks_1_desc;A small pier for fishing boats to offload.;;;;;;;;;;;;;x
ct_docks_2;Pier;;;;;;;;;;;x
ct_docks_2_desc;A larger pier that can service 2 boats at once.;;;;;;;;;;;;;x
ct_docks_3;Pier System;;;;;;;;;;;x
ct_docks_3_desc;A large system of piers to attend to many boats at once.;;;;;;;;;;;;;x
ct_docks_4;Small Dock;;;;;;;;;;;x
ct_docks_4_desc;A small dock to attend to a merchant ship.;;;;;;;;;;;;;x
ct_docks_5;Large Dock;;;;;;;;;;;x
ct_docks_5_desc;A proper dock to ease offloading of several ships.;;;;;;;;;;;;;x
ct_docks_6;Marina;;;;;;;;;;;x
ct_docks_6_desc;A bustling marina seeing to countless Merchant vessels a day.;;;;;;;;;;;;;x
ct_docks_7;Dockworks;;;;;;;;;;;x
ct_docks_7_desc;A Full Dockworks with everything needed to see to the Merchant vessels.;;;;;;;;;;;;;x
ct_docks_8;Elven Shipwright;;;;;;;;;;;x
ct_docks_8_desc;A Full Dockworks with everything needed to see to the Merchant vessels, along with an Elven shipwright for the best ship designs.;;;;;;;;;;;;;x
ct_docks_9;Elven Shipwrights;;;;;;;;;;;x
ct_docks_9_desc;A Full Dockworks with everything needed to see to the Merchant vessels, along with a full host of Elven shipwright for the best ship designs.;;;;;;;;;;;;;x
ct_shipyard_1;Ship Clearing;;;;;;;;;;;x
ct_shipyard_1_desc;A small area designated for the construction and maintenance of fishing boats.;;;;;;;;;;;;;x
ct_shipyard_2;Shipwright;;;;;;;;;;;x
ct_shipyard_2_desc;An enclosed building for the construction and maintenance of smaller vessels.;;;;;;;;;;;;;x
ct_shipyard_3;Shipyard;;;;;;;;;;;x
ct_shipyard_3_desc;A shipyard that can maintain all but the largest vessels.;;;;;;;;;;;;;x
ct_shipyard_4;Partial Dry Dock;;;;;;;;;;;x
ct_shipyard_4_desc;A small dry dock to allow construction and maintenance of a Large warship.;;;;;;;;;;;;;x
ct_shipyard_5;Full Dry Dock;;;;;;;;;;;x
ct_shipyard_5_desc;A full Dry Dock allowing construction and maintenance of several Large warships.;;;;;;;;;;;;;x
ct_shipyard_6;Shipworks;;;;;;;;;;;x
ct_shipyard_6_desc;An entire district dedicated to suppling the region's navy.;;;;;;;;;;;;;x
ct_uruk_pits_1;Uruk Pits;;;;;;;;;;;x
ct_uruk_pits_2;Uruk Pits;;;;;;;;;;;x
ct_uruk_pits_3;Uruk Pits;;;;;;;;;;;x
ct_uruk_pits_4;Uruk Pits;;;;;;;;;;;x
ct_uruk_pits_desc;Large powerful orcs called Uruks are bred fight in pits to increase their strength and ferocity.;;;;;;;;;;;x
tb_keep_1;Small Wooden Keep;;;;;;;;;;;x
tb_keep_1_desc;A basic wooden keep;;;;;;;;;;;x
tb_keep_2;Wooden Keep;;;;;;;;;;;x
tb_keep_2_desc;An adorned wooden keep;;;;;;;;;;;x
tb_keep_3;Small Stone Keep;;;;;;;;;;;x
tb_keep_3_desc;A basic stone keep;;;;;;;;;;;x
tb_keep_4;Stone Keep;;;;;;;;;;;x
tb_keep_4_desc;An adorned stone keep;;;;;;;;;;;x
tb_keep_5;Carved Mountain;;;;;;;;;;;x
tb_keep_5_desc;A mountain that has been sculpted into Durin's form by the Greatest Dwarven cutters.;;;;;;;;;;;x
tb_defenses_1;Lightly Reinforced Gate;;;;;;;;;;;;;x
tb_defenses_1_desc;The Main gate has been reinforced with timber.;;;;;;;;;;;;;x
tb_defenses_2;Reinforced Gate;;;;;;;;;;;;;x
tb_defenses_2_desc;The Main gate has been reinforced with timber and some stone.;;;;;;;;;;;;;x
tb_defenses_3;Archer Slits;;;;;;;;;;;;;x
