heruannon;Heruannon;;;;;;;;;;;x
heruannon_desc;The splendid "Prince's Armor" of Maedhros was forged of intertwining blue and silver eog by his father, Fëanor.;;;;;;;;;;;x
khazadshathur;Khazadshathur;;;;;;;;;;;x
khazadshathur_desc;The "Dwarf's Head" is a helm crafted only to fit the head of a Dwarf. Its steel alloy is made nearly impervious to damage, and its top is decorated with a snarling bearded face.;;;;;;;;;;;x
ossanna;Ossanna;;;;;;;;;;;x
ossanna_desc;The "Gift of Ossë" is a set of white eog and mithril bracers, given to Cirdan the Shipwright by the maia Ossë.;;;;;;;;;;;x
rilennon;Rilennon;;;;;;;;;;;x
rilennon_desc;This shining set of full mithril plate armor never tarnishes.  It was crafted for Ecthelion of the Fountain, the Lieutenant of Turgon.;;;;;;;;;;;x
rosennon;Rosennon;;;;;;;;;;;x
rosennon_desc;The "Foam Armor" was crafted by falathrim smiths.  It is made of ithilnaur chainmail inlaid with blue laen in a pattern reminiscent of the sea.;;;;;;;;;;;x
sea_wind;Sea-wind;;;;;;;;;;;x
sea_wind_desc;This shield is crafted of several layers of linen and canvas stretched over a wooden frame rimmed with iron.  As its name suggests, it is meant to resemble the sail of a ship.;;;;;;;;;;;x
shield_of_reflections;The Shield of Reflections;;;;;;;;;;;x
shield_of_reflections_desc;This shield of clear laen with a coating of silver on the inner side is bright enough to be used as a singalling mirror.;;;;;;;;;;;x
shield_of_turning;The Shield of Turning;;;;;;;;;;;x
shield_of_turning_desc;This primitive-looking shield of painted bronze and orange runes is host to a powerful protective spirit.;;;;;;;;;;;x
shield_of_wolf_turning;Shield of Wolf-Turning;;;;;;;;;;;x
shield_of_wolf_turning_desc;A wood and iron shield daubed with blue runes, this simple shield is host to a ferocious spirit which frightens away hostile fauna.;;;;;;;;;;;x
stag_helm;The Stag Helm;;;;;;;;;;;x
stag_helm_desc;This simple yet extravagent helm is crafted of gold and mithril, with a great crest in the form and size of a pair of stag antlers.  Dwarven in origin, it is renowned as the battle-crown of Denethor nos Lenwë, king of the Laegrim.;;;;;;;;;;;x
sulthalion;Sulthalion;;;;;;;;;;;x
sulthalion_desc;The mighty "Shield of the Wind" is a full shield made of clear laen, mithril, and white eog.  Crafted for Finarfin, it is not a showpiece, but an artifact meant for war.;;;;;;;;;;;x
mask_of_taurclax;The Mask of Taurclax;;;;;;;;;;;x
mask_of_taurclax_desc;This mithril helm features an attatched silver laen facemask crafted by the Kaukarelda Taurclax.  It is both protective and intimidating to the beholder.;;;;;;;;;;;x
bracer_of_taurclax;The Bracer of Taurclax;;;;;;;;;;;x
bracer_of_taurclax_desc;This heavy bracer of cracked leather and rusting iron is an unsubtle eyesore. Its dark enchantment, however, serves its protective purpose well.;;;;;;;;;;;x
thinthol;Thinthol;;;;;;;;;;;x
thinthol_desc;The "Grey Helmet" of Eöl is crafted of galvorn, the alloy its crafter invented.  It has a grey laen face-shield and silken lining.;;;;;;;;;;;x
tholthoron;Tholthoron;;;;;;;;;;;x
tholthoron_desc;The "Eagle Helm" of Finarfin is a golden mithril construction with a flying eagle as a crest and a light blue laen faceplate.;;;;;;;;;;;x
tholhollin;Tholhollin;;;;;;;;;;;x
tholhollin_desc;The glossy black "Closed Helm" is a curious invention of the Noldor.  Entirely without eye slits, the spirit within confers sight to its bearer.;;;;;;;;;;;x
tinmirthalion;Tinmirthalion;;;;;;;;;;;x
tinmirthalion_desc;The "Shield of Sparkling Jewels" is an opulent full shield of steel set with dozens of emeralds, rubies, amethysts, sapphires, topazes, and other lesser stones, all protected by a layer of clear laen.;;;;;;;;;;;x
shield_of_valkrist;The Shield of Valkrist;;;;;;;;;;;x
shield_of_valkrist_desc;A shield of clear laen with a mithril rim, this weightless artifact is of mysterious origin and nature.  The original bearer for whom it is named, however, is known to have received it from the Dark Lord himself.;;;;;;;;;;;x


# MERP unique gear

alquanna;Alquanna;;;;;;;;;;;x
alquanna_desc;The "Swan's Gift" is a wreath crown made of twigs from the Two Trees and swan plumes. Often worn at festivals by Eärwen the Sea-lady in Tiron, this crown is now held as an heirloom by her descendents.;;;;;;;;;;;x
surcoat_of_ardana;The Surcoat of Ardana;;;;;;;;;;;x
surcoat_of_ardana_desc;Made of black gossamer sewn with tiny diamonds like a starfield, this beautiful item was crafted by Ardana, a Noldor who loved the stars so much that she did not mourn the passing of the Two Trees.;;;;;;;;;;;x
hood_of_bats;The Hood of Bats;;;;;;;;;;;x
hood_of_bats_desc;This hood is made of dozens of dark grey bat skins carefully stitched together, resulting in a very light hood which covers the entire head of the wearer yet has no apparent eyeholes.;;;;;;;;;;;x
belt_of_sustenance;The Belt of Sustenance;;;;;;;;;;;x
belt_of_sustenance_desc;Woven of dried flax embossed with bits of flint, this Petty-dwarven artifact was crafted out of necessity by Mîm bit Anîr.;;;;;;;;;;;x
belt_of_passing;The Belt of Passing;;;;;;;;;;;x
belt_of_passing_desc;A white leather belt secured by a buckle of silver set with a large moss agate, this belt somehow allows its wearer to move without leaving tracks.;;;;;;;;;;;x
black_cloak;The Black Cloak;;;;;;;;;;;x
black_cloak_desc;Possessed by an animate spirit of dark malevolence, this cloak moves of its own accord to protect its wearer.;;;;;;;;;;;x
boots_of_agility;The Boots of Agility;;;;;;;;;;;x
boots_of_agility_desc;Somewhat oily to the touch, these waterproof sealskin boots are of Forodwaith origin.  Regardless of the wearer's shoe size, when they are pulled on they fit very snugly, but not uncomfortably.;;;;;;;;;;;x
boots_of_far_travel;The Boots of Far Travel;;;;;;;;;;;x
boots_of_far_travel_desc;Set with hobnails at both tip and heel, these heavy leather boots fit any wearer's feet perfectly. They are lined with soft rabbit fur that helps prevent aches and blisters.;;;;;;;;;;;x
boots_of_fell_running;The Boots of Fell-Running;;;;;;;;;;;x
boots_of_fell_running_desc;Crafted during the War of Wrath, these black boots of dragonskin are exceptionally sturdy and provide optimal purchase on steep slopes and sheer surfaces.;;;;;;;;;;;x
boots_of_fendome;The Boots of Fendomë;;;;;;;;;;;x
boots_of_fendome_desc;The firebrand Fendomë crafted these functional boots of heavily oiled sealskin stitched together with thin strips of leather, painted with spiraling red and brown dye.;;;;;;;;;;;x
boots_of_the_runner;The Boots of the Runner;;;;;;;;;;;x
boots_of_the_runner_desc;These elegantly tall boots are made of pale brown leather lined with bits of fleece.  Crafted by Celebrimbor for himself, their stepladder lacing and stylish curves are unique for their time.;;;;;;;;;;;x
celebcollo;Celebcollo;;;;;;;;;;;x
celebcollo_desc;The "Silver Cloak" is an intricately woven marvel of silver and mithril thread.  Crafted for Ecthelion of the Fountain, it is as protective as the finest Dwarven mail.;;;;;;;;;;;x
seadrake_boots;Seadrake Boots;;;;;;;;;;;x
seadrake_boots_desc;These point-toed boots, said to be crafted of Seadrake hide, were crafted by Fëanor for his son Celegorm when the latter reached the age of elven adulthood.;;;;;;;;;;;x
circlet_of_blessings;The Circlet of Blessings;;;;;;;;;;;x
circlet_of_blessings_desc;A thin circle of blue laen, twisted to form a hanging circle upon the wearer's brow, was crafted for Maglor, son of Fëanor.;;;;;;;;;;;x
circlet_of_evasion;The Circlet of Evasion;;;;;;;;;;;x
circlet_of_evasion_desc;This thin headband of braided red copper and iron is studded with semi-precious stones.  Although it appears to be largely ornamental, it confers some precognitive reflexes to its wearer for an edge in combat.;;;;;;;;;;;x
cloak_of_the_abyss;The Cloak of the Abyss;;;;;;;;;;;x
cloak_of_the_abyss_desc;The dinda shadow-demon bound to this cloak absorbs all light it touches, making its wearer disturbing to look upon.;;;;;;;;;;;x
cloak_of_air;The Cloak of Air;;;;;;;;;;;x
cloak_of_air_desc;This brilliantly azure cloak of lightweight material is inhabited by a benevolent air spirit.;;;;;;;;;;;x
cloak_of_hiding;The Cloak of Hiding;;;;;;;;;;;x
cloak_of_hiding_desc;This is a servicable brown, hooded cloak lined with a lightweight purple felt and trimmed along all its edges in yellow and copper embroidery.  It is stylish, protective, and concealing, a true masterwork of the Sindar.;;;;;;;;;;;x
collar_of_might;The Collar of Might;;;;;;;;;;;x
collar_of_might_desc;This chain of iron links tied to bear claws and amber chunks is of Edain origin, but its creater is unknown.  If its wearer is deemed worthy, however, the chain is known to bestow unnatural physical strength.;;;;;;;;;;;x
collatar;Collatar;;;;;;;;;;;x
collatar_desc;This unadorned gleaming white garmet was the favored robe of Finwë, and so is named "Father's Robe".  Although its material is soft and light, it is suitable for all seasons, climates, and occasions.;;;;;;;;;;;x
collohwesta;Collohwesta;;;;;;;;;;;x
collohwesta_desc;The "Cloak of Breezes" is a sturdy grey woolen garment which hides its wearer more effectively than any other item crafted in Middle-Earth.;;;;;;;;;;;x
collothalion;Collothalion;;;;;;;;;;;x
collothalion_desc;The great Tulkan spirit-animated "Cloak of Shields" moves constantly during battle, acting as more of a deflecting fist than a shield.;;;;;;;;;;;x
daecollo;Daecollo;;;;;;;;;;;x
daecollo_desc;The "Shadow Cloak" is a plain grey, but crafted of several layers of the finest cloth in Doriath. Useful for both long journeys and formal appearances at court, it serves well Daeron, the mistrel of Thingol.;;;;;;;;;;;x
dalicor;Dalicor;;;;;;;;;;;x
dalicor_desc;The "Feet of Circles" are masterfully crafted boots of soft leather sewn together with sinew.  Made for the marchwardens of Nargothrond, these boots confer speed and stealth to able owners.;;;;;;;;;;;x
dalrim;Dalrim;;;;;;;;;;;x
dalrim_desc;The "Many Feet" are masterfully crafted boots of soft leather sewn together with sinew.  Made for the marchwardens of Nargothrond, these boots confer speed and stealth to able owners.;;;;;;;;;;;x
dancers_slippers;Dancer's Slippers;;;;;;;;;;;x
dancers_slippers_desc;These enchanted green slippers aid the wearer in jumping and running, as though they can walk upon the very wind.;;;;;;;;;;;x
eelskin_cloak;The Eelskin Cloak;;;;;;;;;;;x
eelskin_cloak_desc;This creepy cloak sewn together from vertical strips of eel hide constantly drips blood.;;;;;;;;;;;x
emerald_gloves;Emerald Gloves;;;;;;;;;;;x
emerald_gloves_desc;These ancient, glistening snakeskin gloves may be thin, but some mysterious force holds them together, protecting them and their wearer from damage.;;;;;;;;;;;x
faceshield;Faceshield;;;;;;;;;;;x
faceshield_desc;This unique visor of laen, shaalk and other elements was crafted by Celebrimbor for his many labors at the forge.;;;;;;;;;;;x
feather_belt;The Feather Belt;;;;;;;;;;;x
feather_belt_desc;A belt of mithril links which will only open when three links are passed through one another in an intricate pattern, this binding is long enough to pass two or even three times about the average eldarin waist.;;;;;;;;;;;x
robes_of_gaurhir;The Robes of Gaurhír;;;;;;;;;;;x
robes_of_gaurhir_desc;These robes of silver-grey are stitched with metallic green runes, enchanted by the werewolf Gaurhír for power and protection.;;;;;;;;;;;x
gift_of_manwe;The Gift of Manwë;;;;;;;;;;;x
gift_of_manwe_desc;Manwë's gift to Ingwë, this brilliant cloak of white and gold, fashioned of silk and samite, is mantled with embroidered shoulders and trimmed with golden fur about the neck.;;;;;;;;;;x
gift_of_namo;The Gift of Námo;;;;;;;;;;;x
gift_of_namo_desc;These beautiful white and gold gloves, gilded with interlacing patterns and set with a black diamond at each knuckle, were gifted to Ingwë by the Valar Námo.;;;;;;;;;;;x
gift_of_yavanna;The Gift of Yavanna;;;;;;;;;;;x
gift_of_yavanna_desc;These beautiful white, green, and gold boots were gifted to Ingwë by Yavanna.  Wherever their wearer treads, plants of all description spring forth from the ground.;;;;;;;;;;;x
gloves_of_the_forge;The Gloves of the Forge;;;;;;;;;;;x
gloves_of_the_forge_desc;These heavy yet flexible eog and shaalk gloves were crafted by Celebrimbor for his work at the forge.;;;;;;;;;;;x
henechor;Henechor;;;;;;;;;;;x
henechor_desc;The "Ring of Eyes" is a headband of several small, rectangular metal plates fastened to a strip of pliable leather which can be bound about the wearer's head across the temples.  Each plate is enchanted to warn the wearer of approaching danger.;;;;;;;;;;x
hidden_helm;The Hidden Helm;;;;;;;;;;;x
hidden_helm_desc;This thin headband bound with colorful, tassled chords is lined with partchment, upon which an invocation is written to protect the mind of the wearer from unwanted intrusion.;;;;;;;;;;;x
imladagollo;Imladagollo;;;;;;;;;;;x
imladagollo_desc;The grey-green "Cloak of the Deep Valley" was crafted by Sindar magicians long ago.  It confers upon its owner a lighter step and a surer purchase when climbing.;;;;;;;;;;;x
belt_of_khim;The Belt of Khîm;;;;;;;;;;;x
belt_of_khim_desc;Woven of willow wands and cat gut, this small belt was created by the Petty-dwarven runemaster it is named for. It confers an aura of peace and serenity, but this may simply be due to the hypnotic patterns and convolutions of its weaving.;;;;;;;;;;;x
mantle_of_doriath;The Mantle of Doriath;;;;;;;;;;;x
mantle_of_doriath_desc;Woven by the maia Melian for her husband Elwë Thingol, this otherworldly cloak of seamless grey material defies description. Inhabited by an ally of Melian, the cloak protects and empowers its wearer.;;;;;;;;;;;x
tunic_of_annael;The Tunic of Annael;;;;;;;;;;;x
tunic_of_annael_desc;This plain grey cloak of hiding was enchanted for Annael, who used its powers of stealth as an outlaw in the caves of Mithrim.;;;;;;;;;;;x
mothers_gift;Mother's Gift;;;;;;;;;;;x
mothers_gift_desc;This wreath of flowers was a gift for Lúthien from her mother, Melian the Maia. The blossoms have the beauty of the Ainur always about them, as indeed does Lúthien, and are one of the few ornaments that do not pale by comparison to the most beautiful of the Children of Ilúvatar.;;;;;;;;;;;x
naramba;Naramba;;;;;;;;;;;x
naramba_desc;The "Fire-shield" tunics were crafted by Fëanor and Curufin of laen and shalk specifically for alchemy, although they served the two in battle as well.  Their natural color is a soft, shimmering grey, but when defending against attack, the garments become a brightly reflective silver.;;;;;;;;;;;x
nimril_palandal;Nimril Palandal;;;;;;;;;;;x
nimril_palandal_desc;The "Brilliant White Boots of Travel" are magnificent knee-high boots studded with 88 large diamonds.  They were crafted for Finwë, the first High King of the Noldor.;;;;;;;;;;;x
red_robes;The Red Robes;;;;;;;;;;;x
red_robes_desc;These enormous garments were crafted of tainted spider-silk by Storlaga the Orc-demon.  Hemmed with black thread and cuffed with red ibis feathers, the whole is held together by a simple belt of black sharkskin.;;;;;;;;;;;x
rimalagon;Rimalagon;;;;;;;;;;;x
rimalagon_desc;This is an enchanted leather headband just over an inch wide, with four bird feathers secured in bronze clasps about the perimeter so that they dangle.  Those who wear it claim to gain the power of communion with birds.;;;;;;;;;;;x
sash_of_yavanna;The Sash of Yavanna;;;;;;;;;;;x
sash_of_yavanna_desc;This divine, multi-hued silken sash was a wedding gift for Lúthien Tinúviel.;;;;;;;;;;;x
shadow_cloak;Shadow Cloak;;;;;;;;;;;x
shadow_cloak_desc;This is a full, hooded cloak of dark grey cloth.  Crafted and enchanted to provide warmth in the winters of Hithlum, it is nearly weightless and renders the wearer inconspicuous.;;;;;;;;;;;x
shifters_cloak;Shifter's Cloak;;;;;;;;;;;x
shifters_cloak_desc;This full-length cloak of silver-grey will change color at will and is meant to cover the body from neck to ankles.  It was crafted by Celebrimbor by some secret, and supposedly unreproducable, method.;;;;;;;;;;;x
silimacollo;Silimacollo;;;;;;;;;;;x
silimacollo_desc;The "Cloak of Silima" is a beautiful shimmering silvery-white hooded robe, made for Fëanor to wear on formal occasions.;;;;;;;;;;;x
talurin;Talruin;;;;;;;;;;;x
talurin_desc;The "Feet of Flame" are a pair of winged boots crafted of wonderfully worked golden mithril plate and chain.  Designed and worn by Fëanor, these boots seem to confer switfness to their master.;;;;;;;;;;;x
tripleshod_boots;The Triple-shod Boots;;;;;;;;;;;x
tripleshod_boots_desc;These well-made grey, leather-bonded spidersilk boots are inconspicuous, yet tough, light, and waterproof.  They were favored by Glorfindel, and returned to him upon his reincarnation.;;;;;;;;;;;x
veil_of_daeron;The Veil of Daeron;;;;;;;;;;;x
veil_of_daeron_desc;This flattering dancer's garb flows and trails with the least gesture.  It was crafted by for Lúthien by Daeron, who was inspired by his unrequited love.;;;;;;;;;;;x
whitebreast;Whitebreast;;;;;;;;;;;x
whitebreast_desc;This simply cut, yet flattering, white tunic is inlaid with the emblem of Glorfindel's house on the breast.;;;;;;;;;;;x
crucibles_of_changes;Crucibles of Changes;;;;;;;;;;;x
crucibles_of_changes_desc;This aptly named set of alchemical tools was created by Curufin, and includes many unique items all of superior construction and pleasing design.;;;;;;;;;;;x
galvorn_smithy;Galvorn Smithy;;;;;;;;;;;x
galvorn_smithy_desc;This smithy, built and operated by Eöl the Dark Elf, is the source of all galvorn artifacts in Middle-Earth.;;;;;;;;;;;x
silver_table;The Silver Table;;;;;;;;;;;x
silver_table_desc;This beautiful drawing table is a surface of slanted silver laen with inbuilt niches and wells for various tools.  It was build and used by Finrod for centuries, and upon it was most of Nargothrond architected.;;;;;;;;;;;x

# MERP unique jewelry

aglarthol;Aglarthol;;;;;;;;;;;x
aglarthol_desc;Finwë's "Crown of Glory" is wrought of rare golden mithril, laen, and precious stones.  The prominent central stone is a sapphire lamp which shines on its own.;;;;;;;;;;;x
alcarinlai;Alcarinlai;;;;;;;;;;;x
alcarinlai_desc;This famous Noldorin "Glorious Emerald" is a massive gem set in a rim of mithril and suspended by a delicate chain of the same metal.;;;;;;;;;;;x
scepter_of_ardana;The Scepter of Ardana;;;;;;;;;;;x
scepter_of_ardana_desc;This scepter is made of three feet of hard ebony tipped with mithril.  It functions well as a mace.;;;;;;;;;;;x
belthil;Belthil;;;;;;;;;;;x
belthil_desc;A great silver tree wrought by Turgon in Gondolin, it stands as a monument to Telperion, beautiful in its own right.;;;;;;;;;;;x
blackstar_earrings;Blackstar Earrings;;;;;;;;;;;x
blackstar_earrings_desc;These mithril earrings are named for the great black sapphires set into them.;;;;;;;;;;;x
blood_amulet;The Blood Amulet;;;;;;;;;;;x
blood_amulet_desc;This amulet, an egg-sized blood ruby set in mithril and laen, was crafted for Curufin nos Fëanor.;;;;;;;;;;;x
rose_talisman;The Rose Talisman;;;;;;;;;;;x
rose_talisman_desc;This delicate construction of stiff cloth-of-gold is folded to resemble a rose, with a large pearl nested in the center.  Crafted for Celegorm, it is worn on a chain of white gold.;;;;;;;;;;;x
collar_of_renewal;The Collar of Renewal;;;;;;;;;;;x
collar_of_renewal_desc;Made of perfectly circular mithril links, this item is more the suggestion of a collar than a substantial item.  It is of Edain make, and is said to slow aging.;;;;;;;;;;;x
corantir;Corantir;;;;;;;;;;;x
corantir_desc;This "Circle of Long Seeing" is said to grant some precognitive abilities in combat, likely by some protective spirit.  It is a silver construction of Noldorin make, and adjusts itself to fit to the wearer's skull.;;;;;;;;;;;x
cormallor;Cormallor;;;;;;;;;;;x
cormallor_desc;This "Encircling Gold" bracelet is formed of interwoven gold links, set with dozens of bright jacinths and yellow sapphires.;;;;;;;;;;;x
crown_of_armoq_al_manu;The Crown of Armoq-Al-Wanu;;;;;;;;;;;x
crown_of_armoq_al_manu_desc;This crude iron crown is inlaid with strange bronze symbols.  Of mysterious origin, it is worn as the crown of the high lord of the petty-dwarves.;;;;;;;;;;;x
crown_of_the_teleri;The Crown of the Teleri;;;;;;;;;;;x
crown_of_the_teleri_desc;This clear laen and mithril crown is worn by Olwë, king of the Falmari.;;;;;;;;;;;x
dreamstone_pendant;The Dreamstone Pendant;;;;;;;;;;;x
crown_of_the_teleri_desc;This glowing moonstone set in silver was crafted by Noldorin artisans, and is enchanted to enhance its wearer's foresight.;;;;;;;;;;;x
elencala;Elencala;;;;;;;;;;;x
elencala_desc;The "Star-light" of Varda is an ancient valian construction of transparent crystal in the shape of a globe.  Made for master astrologers, this curious artifact projects the lights of the night sky into whatever room it is placed.;;;;;;;;;;;x
emerald_star;The Emerald Star;;;;;;;;;;;x
emerald_star_desc;This gold brooch is set with a single lustrous emerald of high quality.;;;;;;;;;;;x
fendomes_ear;Fendomë's Ear;;;;;;;;;;;x
fendomes_ear_desc;This gold and mithril earring was crafted in valinor and given to Fendomë by his friend, Galadriel.;;;;;;;;;;;x
bracelets_of_forging;The Bracelets of Forging;;;;;;;;;;;x
bracelets_of_forging_desc;These wrist guards of mithril, shalk, and laen are enchanted to protect hands from heat as well as full forge gloves.;;;;;;;;;;;x
gaergil;Gaergil;;;;;;;;;;;x
gaergil_desc;The "Sea Star" of the Falathrim is a clear laen sphere which aids in navigation.  It has aided Cirdan on many voyages.;;;;;;;;;;;x
galadilin;Galadin;;;;;;;;;;;x
galadilin_desc;The "Tree of Hiding" is a collar fashioned of twelve rectangular, curved pieces of fine oak, bound and linked together with bands of silver.  A spirit of Yavanna inhabits the collar, and communes with surrounding foliage to provide protection and cover from enemies.;;;;;;;;;;;x
gebirelda;Gebirelda;;;;;;;;;;;x
gebirelda_desc;The "Stake of the Stars" is a short rod made of enchanted black oak surrounded by braided mallorn branches.;;;;;;;;;;;x
gift_of_friends;The Gift of Friends;;;;;;;;;;;x
gift_of_friends_desc;Given to Ingwë by Oromë, Nessa, Vairë, and Vana, this wreath crown was woven from the twigs of the Two Trees: Telperion and Laurelin. It glows with a remnant of the Trees' light, silver and gold.;;;;;;;;;;;x
gift_of_melian;The Gift of Melian;;;;;;;;;;;x
gift_of_melian_desc;The crown of Eglador, made by Melian for her beloved Elwë, is a composite of two circlets, one gold, one mithril, and two gracefully curving mithril arches, one from front to back and one from side to side.  The whole is inlaid with ithilnaur and set with violet garnets.;;;;;;;;;;;x
gift_of_varda;The Gift of Varda;;;;;;;;;;;x
gift_of_varda_desc;This beautiful suspended medallion was a gift from Varda to Ingwë.  It is entirely a swirl of variously colored laen, so artfully put together that it seems to be constantly in motion.;;;;;;;;;;;x
pendant_of_gildor;The Pendant of Gildor;;;;;;;;;;;x
pendant_of_gildor_desc;This golden pendant, hanging by a golden chain, is set with a large faceted adamant in its center.;;;;;;;;;;;x
glingal;Glingal;;;;;;;;;;;x
glingal_desc;The tree of "Hanging Flame" was crafted by Turgon as an image of Laurelin, the Golden Tree, and was crafted to stand in his royal court.;;;;;;;;;;;x
hirilgalad;Hirilgalad;;;;;;;;;;;x
hirilgalad_desc;This beautiful tiara is made of braided gold, silver mithril, and blue laen.  It bears adamant, diamonds, and sapphires.  First worn by Ancalimë, in time the "Lady's Light" became the defining heriditary heirloom of her descendents.;;;;;;;;;;;x
hismir;Hismir;;;;;;;;;;;x
hismir_desc;The "Misty Jewel" is a large opal set in a platinum brooch.;;;;;;;;;;;x
idrils_tiara;The Tiara of Idril;;;;;;;;;;;x
idrils_tiara_desc;This delicate item of mithril and diamonds was crafted for Turgon's daughter.;;;;;;;;;;;x
iron_crown_of_morgoth;The Iron Crown;;;;;;;;;;;x
iron_crown_of_morgoth_desc;The legendary Iron Crown of Morgoth, crafted to hold the three silmarils.;;;;;;;;;;;x
ivory_hand;The Ivory Hand;;;;;;;;;;;x
ivory_hand_desc;This life-sized image of a strong hand of great beauty can heal wounds when it is laid upon them.;;;;;;;;;;;x
jewelers_stone;The Jeweler's Stone;;;;;;;;;;;x
jewelers_stone_desc;This amulet of emerald set in mithril and beryllium was crafted and enchanted by Celebrimbor as a forging charm.;;;;;;;;;;;x
lightning_bracelets;The Lightning Bracelets;;;;;;;;;;;x
lightning_bracelets_desc;These bracelets of amber laen inscribed with tiny lighting-runes were crafted as protective forging items for Aegnor.;;;;;;;;;;;x
lucent_pendant;Lucent Pendant;;;;;;;;;;;x
lucent_pendant_desc;This protective crystal orb on a gold chain was gifted to Fëatur by Morgoth for fleeing with him to Angband.;;;;;;;;;;;x
miramarth;Miramarth;;;;;;;;;;;x
miramarth_desc;The "Doom Jewel" of the Kaukareldar is actually a mysterious black stone encased in a clear blue jewel.  Any who wear it are cloaked in impenetrable darkness.;;;;;;;;;;;x
mirlammenrim;Mirlammenrim;;;;;;;;;;;x
mirlammenrim_desc;This golden earring is set with a single blue sapphire.  The spirit living within the "Jewel of Many Tongues" aids its wearer in communion with all creatures, regardless of what language they speak.;;;;;;;;;;;x
mirrored_circlet;The Mirrored Circlet;;;;;;;;;;;x
mirrored_circlet_desc;A miracle of polish and glitter, this mithril band reflects light as well as the finest mirror. It was crafted for the head of Ardana.;;;;;;;;;;;x
pendant_of_lirana;The Pendant of Lirana;;;;;;;;;;;x
pendant_of_lirana_desc;This flat topaz is set in gold and suspended on a chain.  It was masterfully crafted by Camring.;;;;;;;;;;;x
pendant_of_the_void;The Pendant of the Void;;;;;;;;;;;x
pendant_of_the_void_desc;This crystal orb is transparent, with a pentagram etched within.  It was crafted by some unknown astrologer.;;;;;;;;;;;x
red_fist_amulet;The Red Fist Amulet;;;;;;;;;;;x
red_fist_amulet_desc;This amulet of carved red coral on a gold chain is shaped like a fist.  It is inhabited by a warrior-demon, enchanted by Storlaga for protection.;;;;;;;;;;;x
remmiriath;Remmiraith;;;;;;;;;;;x
remmiriath_desc;This opulent set of "Netted Stars" is comprised of seven large faceted gems set in a delicate beryllium spiderweb.  The term Remmiraith also refers to the constellation of the seven sisters.;;;;;;;;;;;x
rod_of_umaran;The Rod of Umaran;;;;;;;;;;;x
rod_of_umaran_desc;This three foot long ebony rod is topped with a golden head.  It was crafted as the scepter of Gorthaur.;;;;;;;;;;;x
rose_ever_blooming;The Rose Ever Blooming;;;;;;;;;;;x
rose_ever_blooming_desc;This mystical construct appears to be a rose suspended on a chain.  It actually contains the spirit of its owner, unnaturally enhancing his/her longevity.;;;;;;;;;;;x
scepter_of_the_teleri;The Scepter of the Teleri;;;;;;;;;;;x
scepter_of_the_teleri_desc;This scepter, the heirloom of the sea-elves, is of bright yellow laen inlaid with ithilnaur and set with topaz, adamant, and sapphires.;;;;;;;;;;;x
sharp_silver_ears;The Sharp Silver Ears;;;;;;;;;;;x
sharp_silver_ears_desc;These opal earrings are constructed of silver wires which somehow enhance the wearer's hearing.;;;;;;;;;;;x
shield_amulet;The Shield Amulet;;;;;;;;;;;x
shield_amulet_desc;The enchanted amulet of Fëanor is formed in the shape of a round shield of mithril, with a violet garnet set in the middle.;;;;;;;;;;;x
star_sceptre;The Star Sceptre;;;;;;;;;;;x
star_sceptre_desc;This three foot long ebony and mithril scepter was crafted for Ardana, and became the symbol of authority in the court of Ardor.;;;;;;;;;;;x
sunrise_circlet;The Sunrise Circlet;;;;;;;;;;;x
sunrise_circlet_desc;This mithril and ruby adamant ornament was crafted by Fëanor as a battle-crown.  A balanced composition of graceful curves and caged light, it protects just as well as a full helm.;;;;;;;;;;;x
tempered_collar;The Tempered Collar;;;;;;;;;;;x
tempered_collar_desc;This torque of wrought and tempered steel is set with a star sapphire at one end and a rare star ruby at the other.  It was crafted by Celebrimbor for his friend, Aegnor.;;;;;;;;;;;x
three_leaf_amulet;The Three-Leaf Amulet;;;;;;;;;;;x
three_leaf_amulet_desc;This delicate white gold amulet was fashioned in the form of three leaves joined at the stems.  It was made for Amras, a great lover of the wilderness.;;;;;;;;;;;x
uimereth;Uimereth;;;;;;;;;;;x
uimereth_desc;The "Ever-feast" is a strange set of pewter dinnerware which can, by some enchantment, summon food out of thin air.;;;;;;;;;;;x
vardas_brow;Varda's Brow;;;;;;;;;;;x
vardas_brow_desc;This jeweled headband is made of mithril and star-jewels, crafted for Elenwë by the priests of Varda.;;;;;;;;;;;x
vardamir;Vardamír;;;;;;;;;;;x
vardamir_desc;The "Jewel of Varda" is a blue-white adamant suspended in a simple mithril pendant.  It glows with a rainbow of colors, becoming brighter in dim lighting, and is considered Celebrimbor's greatest jewel creation.;;;;;;;;;;;x
wind_scepter;The Wind Scepter;;;;;;;;;;;x
wind_scepter_desc;This mithril scepter is made with teak and ebony handles and inlays.  It was crafted for Taurclax, the Kaukarelda, by the servants of Sauron Gorthaur.;;;;;;;;;;;x
yulmita;Yulmita;;;;;;;;;;;x
yulmita_desc;This "Sparkling Cup" is a simple petwer goblet which purifies its contents.  It was crafted by unknown persons, likely for dwarven use.;;;;;;;;;;;x
crystal_of_revelations;The Crystal of Revelations;;;;;;;;;;;x
crystal_of_revelations_desc;This hexagonal crystal mounted in a mithril band can be worn as a talisman around the user's neck or as a rather large ring.  It is enchanted, lending the wearer the power of scrying.;;;;;;;;;;;x
mirrin;Mirrin;;;;;;;;;;;x
